Start;Ende;Datum_Start;Datum_Ende;Zeit_Start;Zeit_Ende;Dauer_h;Strombezug_kWh;Durchschnittliche_Ladeleistung_kW
09.05.2022 08:15;09.05.2022 16:30;09.05.2022;09.05.2022;8:15;16:30;8.25; 11.66 ; 1.41 
09.05.2022 08:15;09.05.2022 18:15;09.05.2022;09.05.2022;8:15;18:15;10; 17.33 ; 1.73 
09.05.2022 08:45;09.05.2022 12:30;09.05.2022;09.05.2022;8:45;12:30;3.75; 8.60 ; 2.29 
09.05.2022 09:00;09.05.2022 13:00;09.05.2022;09.05.2022;9:00;13:00;4; 38.64 ; 9.66 
09.05.2022 11:15;09.05.2022 18:00;09.05.2022;09.05.2022;11:15;18:00;6.75; 10.37 ; 1.54 
10.05.2022 07:45;10.05.2022 12:15;10.05.2022;10.05.2022;7:45;12:15;4.5; 15.33 ; 3.41 
10.05.2022 08:30;10.05.2022 12:15;10.05.2022;10.05.2022;8:30;12:15;3.75; 9.32 ; 2.48 
10.05.2022 12:00;10.05.2022 17:15;10.05.2022;10.05.2022;12:00;17:15;5.25; 4.41 ; 0.84 
10.05.2022 13:15;10.05.2022 17:45;10.05.2022;10.05.2022;13:15;17:45;4.5; 3.15 ; 0.70 
11.05.2022 07:45;11.05.2022 17:30;11.05.2022;11.05.2022;7:45;17:30;9.75; 10.97 ; 1.13 
11.05.2022 08:00;11.05.2022 16:45;11.05.2022;11.05.2022;8:00;16:45;8.75; 17.22 ; 1.97 
11.05.2022 08:15;11.05.2022 11:30;11.05.2022;11.05.2022;8:15;11:30;3.25; 6.45 ; 1.98 
11.05.2022 08:15;11.05.2022 15:15;11.05.2022;11.05.2022;8:15;15:15;7; 10.57 ; 1.51 
11.05.2022 08:30;11.05.2022 12:45;11.05.2022;11.05.2022;8:30;12:45;4.25; 8.50 ; 2.00 
11.05.2022 09:45;11.05.2022 12:15;11.05.2022;11.05.2022;9:45;12:15;2.5; 3.77 ; 1.51 
11.05.2022 10:15;11.05.2022 13:30;11.05.2022;11.05.2022;10:15;13:30;3.25; 9.59 ; 2.95 
11.05.2022 16:00;11.05.2022 19:15;11.05.2022;11.05.2022;16:00;19:15;3.25; 33.32 ; 10.25 
12.05.2022 06:15;12.05.2022 18:45;12.05.2022;12.05.2022;6:15;18:45;12.5; 5.57 ; 0.45 
12.05.2022 08:00;12.05.2022 17:30;12.05.2022;12.05.2022;8:00;17:30;9.5; 5.55 ; 0.58 
12.05.2022 08:15;12.05.2022 12:15;12.05.2022;12.05.2022;8:15;12:15;4; 13.20 ; 3.30 
12.05.2022 09:45;12.05.2022 16:00;12.05.2022;12.05.2022;9:45;16:00;6.25; 3.81 ; 0.61 
12.05.2022 13:00;12.05.2022 18:45;12.05.2022;12.05.2022;13:00;18:45;5.75; 5.06 ; 0.88 
13.05.2022 07:45;13.05.2022 17:30;13.05.2022;13.05.2022;7:45;17:30;9.75; 7.20 ; 0.74 
13.05.2022 08:00;13.05.2022 12:00;13.05.2022;13.05.2022;8:00;12:00;4; 6.95 ; 1.74 
13.05.2022 08:00;13.05.2022 14:30;13.05.2022;13.05.2022;8:00;14:30;6.5; 17.04 ; 2.62 
13.05.2022 08:30;13.05.2022 14:15;13.05.2022;13.05.2022;8:30;14:15;5.75; 3.49 ; 0.61 
16.05.2022 07:15;16.05.2022 17:15;16.05.2022;16.05.2022;7:15;17:15;10; 11.29 ; 1.13 
16.05.2022 07:45;16.05.2022 17:45;16.05.2022;16.05.2022;7:45;17:45;10; 11.55 ; 1.15 
16.05.2022 08:15;16.05.2022 12:15;16.05.2022;16.05.2022;8:15;12:15;4; 6.55 ; 1.64 
16.05.2022 10:00;16.05.2022 16:30;16.05.2022;16.05.2022;10:00;16:30;6.5; 9.57 ; 1.47 
17.05.2022 08:45;17.05.2022 10:30;17.05.2022;17.05.2022;8:45;10:30;1.75; 4.12 ; 2.36 
18.05.2022 07:45;18.05.2022 17:15;18.05.2022;18.05.2022;7:45;17:15;9.5; 11.05 ; 1.16 
18.05.2022 08:00;18.05.2022 17:45;18.05.2022;18.05.2022;8:00;17:45;9.75; 11.47 ; 1.18 
18.05.2022 08:00;18.05.2022 11:30;18.05.2022;18.05.2022;8:00;11:30;3.5; 4.66 ; 1.33 
18.05.2022 08:30;18.05.2022 17:45;18.05.2022;18.05.2022;8:30;17:45;9.25; 17.25 ; 1.87 
18.05.2022 08:30;18.05.2022 12:45;18.05.2022;18.05.2022;8:30;12:45;4.25; 8.20 ; 1.93 
19.05.2022 07:45;19.05.2022 17:45;19.05.2022;19.05.2022;7:45;17:45;10; 6.46 ; 0.65 
19.05.2022 08:00;19.05.2022 11:30;19.05.2022;19.05.2022;8:00;11:30;3.5; 11.45 ; 3.27 
19.05.2022 11:30;19.05.2022 14:30;19.05.2022;19.05.2022;11:30;14:30;3; 5.25 ; 1.75 
19.05.2022 14:30;19.05.2022 17:30;19.05.2022;19.05.2022;14:30;17:30;3; 0.77 ; 0.26 
20.05.2022 12:30;20.05.2022 16:45;20.05.2022;20.05.2022;12:30;16:45;4.25; 10.86 ; 2.56 
23.05.2022 07:45;23.05.2022 17:45;23.05.2022;23.05.2022;7:45;17:45;10; 11.23 ; 1.12 
23.05.2022 08:00;23.05.2022 12:00;23.05.2022;23.05.2022;8:00;12:00;4; 7.19 ; 1.80 
23.05.2022 08:00;23.05.2022 17:45;23.05.2022;23.05.2022;8:00;17:45;9.75; 11.01 ; 1.13 
23.05.2022 08:15;23.05.2022 12:15;23.05.2022;23.05.2022;8:15;12:15;4; 7.53 ; 1.88 
23.05.2022 08:30;23.05.2022 12:15;23.05.2022;23.05.2022;8:30;12:15;3.75; 7.54 ; 2.01 
23.05.2022 08:30;23.05.2022 12:30;23.05.2022;23.05.2022;8:30;12:30;4; 9.21 ; 2.30 
23.05.2022 08:45;23.05.2022 18:15;23.05.2022;23.05.2022;8:45;18:15;9.5; 11.97 ; 1.26 
23.05.2022 09:00;23.05.2022 12:15;23.05.2022;23.05.2022;9:00;12:15;3.25; 10.10 ; 3.11 
24.05.2022 08:15;24.05.2022 12:30;24.05.2022;24.05.2022;8:15;12:30;4.25; 4.62 ; 1.09 
24.05.2022 08:30;24.05.2022 11:15;24.05.2022;24.05.2022;8:30;11:15;2.75; 4.84 ; 1.76 
24.05.2022 08:45;24.05.2022 12:45;24.05.2022;24.05.2022;8:45;12:45;4; 9.74 ; 2.44 
24.05.2022 09:45;24.05.2022 19:00;24.05.2022;24.05.2022;9:45;19:00;9.25; 3.95 ; 0.43 
25.05.2022 09:30;25.05.2022 13:00;25.05.2022;25.05.2022;9:30;13:00;3.5; 9.98 ; 2.85 
25.05.2022 10:30;25.05.2022 18:00;25.05.2022;25.05.2022;10:30;18:00;7.5; 8.10 ; 1.08 
25.05.2022 11:45;25.05.2022 15:45;25.05.2022;25.05.2022;11:45;15:45;4; 4.27 ; 1.07 
27.05.2022 07:45;27.05.2022 16:00;27.05.2022;27.05.2022;7:45;16:00;8.25; 11.40 ; 1.38 
30.05.2022 08:00;30.05.2022 13:15;30.05.2022;30.05.2022;8:00;13:15;5.25; 0.64 ; 0.12 
30.05.2022 08:15;30.05.2022 17:15;30.05.2022;30.05.2022;8:15;17:15;9; 16.74 ; 1.86 
30.05.2022 08:15;30.05.2022 12:15;30.05.2022;30.05.2022;8:15;12:15;4; 8.06 ; 2.01 
30.05.2022 08:30;30.05.2022 12:45;30.05.2022;30.05.2022;8:30;12:45;4.25; 10.15 ; 2.39 
30.05.2022 09:15;30.05.2022 12:45;30.05.2022;30.05.2022;9:15;12:45;3.5; 7.70 ; 2.20 
30.05.2022 09:30;30.05.2022 18:15;30.05.2022;30.05.2022;9:30;18:15;8.75; 9.23 ; 1.05 
30.05.2022 13:15;30.05.2022 17:45;30.05.2022;30.05.2022;13:15;17:45;4.5; 11.14 ; 2.48 
31.05.2022 08:00;31.05.2022 12:30;31.05.2022;31.05.2022;8:00;12:30;4.5; 7.40 ; 1.64 
31.05.2022 08:30;31.05.2022 17:30;31.05.2022;31.05.2022;8:30;17:30;9; 3.66 ; 0.41 
31.05.2022 08:45;31.05.2022 16:15;31.05.2022;31.05.2022;8:45;16:15;7.5; 17.19 ; 2.29 
31.05.2022 11:15;31.05.2022 17:45;31.05.2022;31.05.2022;11:15;17:45;6.5; 10.35 ; 1.59 
31.05.2022 12:30;31.05.2022 17:30;31.05.2022;31.05.2022;12:30;17:30;5; 10.20 ; 2.04 
31.05.2022 14:45;31.05.2022 17:00;31.05.2022;31.05.2022;14:45;17:00;2.25; 13.11 ; 5.83 
01.06.2022 08:00;01.06.2022 18:00;01.06.2022;01.06.2022;8:00;18:00;10; 10.95 ; 1.10 
01.06.2022 08:15;01.06.2022 16:00;01.06.2022;01.06.2022;8:15;16:00;7.75; 16.56 ; 2.14 
01.06.2022 10:00;01.06.2022 14:00;01.06.2022;01.06.2022;10:00;14:00;4; 9.29 ; 2.32 
02.06.2022 08:00;02.06.2022 10:30;02.06.2022;02.06.2022;8:00;10:30;2.5; 3.27 ; 1.31 
02.06.2022 09:00;02.06.2022 16:15;02.06.2022;02.06.2022;9:00;16:15;7.25; 5.65 ; 0.78 
02.06.2022 09:30;02.06.2022 12:30;02.06.2022;02.06.2022;9:30;12:30;3; 10.00 ; 3.33 
02.06.2022 12:30;02.06.2022 16:15;02.06.2022;02.06.2022;12:30;16:15;3.75; 4.22 ; 1.13 
02.06.2022 12:45;02.06.2022 16:15;02.06.2022;02.06.2022;12:45;16:15;3.5; 7.20 ; 2.06 
02.06.2022 15:00;02.06.2022 16:45;02.06.2022;02.06.2022;15:00;16:45;1.75; 5.28 ; 3.02 
03.06.2022 07:45;03.06.2022 12:45;03.06.2022;03.06.2022;7:45;12:45;5; 8.05 ; 1.61 
03.06.2022 08:00;03.06.2022 14:15;03.06.2022;03.06.2022;8:00;14:15;6.25; 15.08 ; 2.41 
03.06.2022 11:15;03.06.2022 14:15;03.06.2022;03.06.2022;11:15;14:15;3; 4.02 ; 1.34 
07.06.2022 08:00;07.06.2022 18:00;07.06.2022;07.06.2022;8:00;18:00;10; 9.49 ; 0.95 
07.06.2022 08:00;07.06.2022 09:30;07.06.2022;07.06.2022;8:00;9:30;1.5; 2.59 ; 1.73 
07.06.2022 08:00;07.06.2022 17:00;07.06.2022;07.06.2022;8:00;17:00;9; 5.93 ; 0.66 
07.06.2022 08:15;07.06.2022 17:45;07.06.2022;07.06.2022;8:15;17:45;9.5; 12.05 ; 1.27 
07.06.2022 09:30;07.06.2022 17:15;07.06.2022;07.06.2022;9:30;17:15;7.75; 4.67 ; 0.60 
08.06.2022 07:45;08.06.2022 18:30;08.06.2022;08.06.2022;7:45;18:30;10.75; 11.11 ; 1.03 
08.06.2022 08:15;08.06.2022 12:15;08.06.2022;08.06.2022;8:15;12:15;4; 11.60 ; 2.90 
08.06.2022 08:45;08.06.2022 09:30;08.06.2022;08.06.2022;8:45;9:30;0.75; 11.31 ; 15.08 
08.06.2022 09:45;08.06.2022 17:30;08.06.2022;08.06.2022;9:45;17:30;7.75; 4.03 ; 0.52 
09.06.2022 08:15;09.06.2022 12:30;09.06.2022;09.06.2022;8:15;12:30;4.25; 4.68 ; 1.10 
09.06.2022 08:15;09.06.2022 17:45;09.06.2022;09.06.2022;8:15;17:45;9.5; 9.34 ; 0.98 
09.06.2022 09:45;09.06.2022 17:30;09.06.2022;09.06.2022;9:45;17:30;7.75; 4.54 ; 0.59 
09.06.2022 10:00;09.06.2022 14:15;09.06.2022;09.06.2022;10:00;14:15;4.25; 10.47 ; 2.46 
10.06.2022 08:00;10.06.2022 12:00;10.06.2022;10.06.2022;8:00;12:00;4; 6.54 ; 1.63 
13.06.2022 07:30;13.06.2022 12:15;13.06.2022;13.06.2022;7:30;12:15;4.75; 8.23 ; 1.73 
13.06.2022 08:15;13.06.2022 13:00;13.06.2022;13.06.2022;8:15;13:00;4.75; 0.70 ; 0.15 
13.06.2022 11:15;13.06.2022 13:00;13.06.2022;13.06.2022;11:15;13:00;1.75; 17.79 ; 10.17 
13.06.2022 13:00;13.06.2022 17:45;13.06.2022;13.06.2022;13:00;17:45;4.75; 10.86 ; 2.29 
14.06.2022 07:45;14.06.2022 11:30;14.06.2022;14.06.2022;7:45;11:30;3.75; 6.51 ; 1.74 
14.06.2022 10:45;14.06.2022 17:15;14.06.2022;14.06.2022;10:45;17:15;6.5; 4.73 ; 0.73 
